Date,mains,television,fan,fridge,laptop computer,electric heating element,oven,washing machine,microwave,toaster,sockets,cooker,hour,minute,temp,dwpt,rhum,wdir,wspd,pres,Holiday,day,month,day_name,time_of_day,is_weekend
2015-07-05,141.65084668803422,15.899276215277776,12.665533969907408,49.356105284010056,17.626762030228758,5.910415335648155,0.0,0.68,4.049700462962991,0.0,1.8602234722222184,1.7679391203703598,11.5,29.5,19.716666666666665,15.2125,76.33333333333333,210.83333333333331,14.25,1016.9458333333332,0.0,2015-07-05,July,Sunday,Night,True
2015-07-06,150.59958796296294,2.917830787037037,8.523975,47.94330069444442,11.54571296296296,5.144161863425922,6.040796469907408,0.68,7.511148900463241,0.0,2.440012060185184,30.260032060185196,11.5,29.5,18.425,12.054166666666667,67.625,234.58333333333331,18.029166666666665,1019.3125,0.0,2015-07-06,July,Monday,Night,False
2015-07-07,140.05077546296295,13.303897280092592,6.702272858796296,45.28184699074076,15.921110243055551,4.421395428240736,0.0,0.68,3.5893771990740744,1.5915486689814942,2.1003300925925945,12.35531637731482,11.5,29.5,19.5625,13.395833333333334,68.875,198.33333333333331,20.7,1009.25,0.0,2015-07-07,July,Tuesday,Night,False
2015-07-08,112.1713831018514,6.18093125,0.0,42.26882714120373,9.738715219907409,5.2366067129629705,3.76128125,0.68,12.540380324073752,0.0,3.247439525462963,0.0,11.5,29.5,16.1125,11.9875,77.125,268.75,27.3,1008.8375,0.0,2015-07-08,July,Wednesday,Night,False
2015-07-09,146.548130787037,13.838018229166666,0.424930381944445,40.81905092592588,10.963490256076389,5.067182465277784,0.0,0.68,5.075560532407475,0.0,39.382902372685045,0.0,11.5,29.5,13.691666666666666,7.65,67.66666666666667,297.9166666666667,20.25,1020.8375,0.0,2015-07-09,July,Thursday,Night,False
2015-07-10,123.7845,0.6809247685185185,0.0964733796296296,39.576589236111104,7.301099558738425,5.519679456018514,0.0,16.17633304398151,4.209229398148159,0.0,12.495964351851985,7.975465914351852,11.5,29.5,16.966666666666665,9.083333333333334,62.79166666666666,189.58333333333331,11.7,1021.8125,0.0,2015-07-10,July,Friday,Night,False
2015-07-11,74.7316179503367,0.0,0.0004825846354166,41.59880024305555,0.0007768640350872,3.5245018007897606,0.0,0.94999375,1.24,0.0,0.0002251838235295,0.0,11.5,29.5,20.0,11.729166666666666,60.875,206.66666666666663,12.75,1015.7166666666668,0.0,2015-07-11,July,Saturday,Night,True
2015-07-12,141.64505797558925,15.899276215277776,12.662820771846064,49.35204258101861,17.625888760964912,5.910427018654691,0.0,0.6800281250000001,4.049700462962991,0.0,1.8600833578431333,1.7679391203703598,11.5,29.5,17.983333333333334,14.4,80.08333333333333,235.83333333333331,22.8,1016.3958333333334,0.0,2015-07-12,July,Sunday,Night,True
2015-07-13,150.59958796296294,2.917830787037037,8.523975,47.94330069444442,11.54571296296296,5.144161863425922,6.040796469907408,0.68,7.511148900463241,0.0,2.440012060185184,30.260032060185196,11.5,29.5,17.9,15.845833333333331,88.04166666666667,241.66666666666663,22.05,1014.4541666666668,0.0,2015-07-13,July,Monday,Night,False
2015-07-14,140.05176504629634,13.303897280092592,6.702272858796296,45.28184699074076,15.921184585160818,4.421395428240736,0.0,0.6800140625000001,3.5893771990740744,1.5915486689814942,2.1003422769360287,12.35531637731482,11.5,29.5,17.8875,15.5625,86.58333333333333,273.3333333333333,19.5,1015.8833333333332,0.0,2015-07-14,July,Tuesday,Night,False
2015-07-15,122.2899305555556,0.9189177662037036,0.0,41.42327453997962,11.188049674098435,5.271417939814814,0.0,24.88642476851853,4.62395393518518,0.0,2.879583359638047,0.0,11.5,29.5,17.441666666666666,16.208333333333332,92.54166666666669,218.33333333333331,15.6,1018.2666666666668,0.0,2015-07-15,July,Wednesday,Night,False
2015-07-16,128.5047395833334,9.03896215277778,0.0,43.75442042529816,12.36648292824074,5.319542708333328,5.988453993055591,0.68,12.268002488425628,46.95835891203704,2.213180381944444,0.0,11.5,29.5,18.933333333333334,13.216666666666669,71.08333333333333,181.66666666666663,10.5,1017.8,0.0,2015-07-16,July,Thursday,Night,False
2015-07-17,109.78311226851852,8.72455167824074,0.0,44.44337546296296,10.919208912037035,5.588534201388888,0.0,0.68,4.937337789351702,1.3877149305555556,2.543314409722222,0.0,11.5,29.5,21.204166666666666,15.9375,72.29166666666667,198.33333333333331,29.85,1011.5666666666668,0.0,2015-07-17,July,Friday,Night,False
2015-07-18,137.08425,8.399983912037037,0.0,45.373982407407375,14.26182175925926,5.759056018518518,2.232305671296261,0.68,2.0008116898148147,0.0,1.6971956597222175,26.90258194444445,11.5,29.5,17.891666666666666,10.495833333333334,63.958333333333336,229.58333333333331,16.65,1016.2541666666668,0.0,2015-07-18,July,Saturday,Night,True
2015-07-19,122.86358217592596,7.35377372685185,5.127201736111109,41.29314484953706,13.579371701388888,4.9865318287037015,5.015287847222222,0.68,5.716566724537193,3.2180923611111014,5.087901909722217,0.0,11.5,29.5,16.2875,12.408333333333331,78.95833333333333,197.08333333333331,16.95,1010.9,0.0,2015-07-19,July,Sunday,Night,True
2015-07-20,135.51362731481484,6.414872569444444,0.0,44.749817129629605,10.257142766203703,5.773993402777778,0.0,22.5994789351852,3.277189467592624,0.0,3.165947453703704,7.792238946759259,11.5,29.5,17.529166666666665,14.9375,85.25,179.58333333333334,14.55,1011.7791666666668,0.0,2015-07-20,July,Monday,Night,False
2015-07-21,145.7790277777778,9.839382060185184,0.0,45.46692181712967,12.4135546875,5.252901967592596,0.0,0.68,13.140987268518517,0.0,2.441902662037037,26.857553125000003,11.5,29.5,20.079166666666666,13.983333333333333,69.58333333333333,244.58333333333331,23.25,1012.4708333333332,0.0,2015-07-21,July,Tuesday,Night,False
2015-07-22,145.42262152777772,11.604325810185186,3.9480795138888887,44.45509212962963,14.812966840277776,4.846442534722224,7.471258333333375,0.68,4.765813946759291,1.8798144097222256,4.078102025462962,16.38092100694444,11.5,29.5,18.98333333333333,13.291666666666666,71.20833333333333,245.0,18.9,1014.1708333333332,0.0,2015-07-22,July,Wednesday,Night,False
2015-07-23,113.09876736111111,7.990259432870372,3.748859490740741,45.12537783564813,12.817095081018518,5.405047222222222,0.0,0.68,2.0455168981482177,2.1507781249999955,3.5515017361111108,0.0,11.5,29.5,17.5375,10.708333333333334,65.625,301.25,13.2,1016.75,0.0,2015-07-23,July,Thursday,Night,False
2015-07-24,103.54391087962968,7.239089409722222,3.6546463541666654,39.50721435185186,9.75506984953704,5.684765856481482,0.0,0.68,2.019501331018484,1.3838598379629627,3.120893460648148,0.0,11.5,29.5,18.73333333333333,12.45,68.375,108.75,9.15,1010.125,0.0,2015-07-24,July,Friday,Night,False
2015-07-25,153.9982175925926,13.945240104166666,0.0,37.54138466435186,21.974365798611117,6.056182349537036,0.0,0.68,7.86236001157405,0.0,2.7993965856481475,26.783677372685197,11.5,29.5,15.2375,13.125,87.45833333333333,245.41666666666663,31.8,1003.2041666666668,0.0,2015-07-25,July,Saturday,Night,True
2015-07-26,150.15475115740736,15.769286863425926,0.0,36.20485630787034,16.101615162037035,4.536175347222221,20.318718229166446,19.81677008101854,3.5231961805555208,1.5784353009259295,2.353000173611111,0.0,11.5,29.5,14.704166666666667,11.120833333333334,80.79166666666667,185.41666666666663,18.6,1009.2958333333332,0.0,2015-07-26,July,Sunday,Night,True
2015-07-27,149.36628009259252,9.815341087962963,0.0,36.4706581018518,16.91330734953704,6.861336712962952,0.0,0.68,6.649596296296473,1.9213454861111148,3.430599247685185,37.38417523148148,11.5,29.5,16.8625,14.420833333333333,85.91666666666667,228.75,32.85,998.3208333333332,0.0,2015-07-27,July,Monday,Night,False
2015-07-28,138.49368287037032,6.7146871527777785,0.0,34.79736944444442,14.444023900462962,6.533412766203703,4.222505381944445,0.68,8.570714062500183,1.6430671296296202,3.111112094907406,24.077594270833337,11.5,29.5,15.854166666666666,12.475,80.95833333333333,248.33333333333331,28.05,1003.325,0.0,2015-07-28,July,Tuesday,Night,False
2015-07-29,124.49059953703704,7.350319733796296,0.1812111111111107,35.17168524305555,15.730607217261907,7.028216030092593,5.197197685185185,0.68,3.523856944444403,1.6127407986111135,1.7203928819444447,11.68579375,11.5,29.5,14.5,10.066666666666666,75.41666666666667,260.8333333333333,29.1,1007.7708333333334,0.0,2015-07-29,July,Wednesday,Night,False
2015-07-30,153.15873842592595,9.069283152548213,0.0,36.38739930555554,17.04324666005291,6.579941261574073,0.0,24.993490740740715,5.533960648148148,2.685682581018515,2.795415509259259,9.049769155092603,11.5,29.5,13.979166666666666,9.145833333333334,73.41666666666667,300.0,18.3,1015.8916666666668,0.0,2015-07-30,July,Thursday,Night,False
2015-07-31,138.30393171296294,0.0718759330999363,0.0,36.836760308159725,5.9398030671296285,8.691256597222232,0.0,0.68,16.330923784722476,0.0,2.444847851080246,31.17077228009259,11.5,29.5,13.833333333333334,7.2375,66.125,180.41666666666663,9.3,1019.4958333333332,0.0,2015-07-31,July,Friday,Night,False
2015-08-01,124.41815162037037,4.02528732638889,0.0,36.72535392795135,6.100196643518518,7.900894502314811,0.0,0.68,14.956462557870257,0.0,1.8816655748456783,18.71180063657408,11.5,29.5,15.7125,7.670833333333333,61.375,180.41666666666663,7.95,1016.8416666666668,0.0,2015-08-01,August,Saturday,Night,True
2015-08-02,134.35750578703704,3.954669502314815,0.7271226851851852,38.83195173611114,5.777734056712964,7.676240914351847,0.0,0.68,7.234238078703488,0.0,2.2896058449074075,35.705447858796305,11.5,29.5,18.0,11.229166666666666,66.79166666666667,149.16666666666666,11.491666666666667,1018.9375,0.0,2015-08-02,August,Sunday,Night,True
2015-08-03,129.44502893518515,5.7715140625000005,7.053368981481482,39.79881984953701,13.75367722800926,5.279301620370369,8.048442476851845,0.68,5.472705555555494,0.0,5.350522685185185,9.008419560185184,11.5,29.5,20.7375,13.775,65.5,185.0,14.55,1013.275,0.0,2015-08-03,August,Monday,Night,False
2015-08-04,147.21677662037035,2.2951711226851863,7.403463599537038,39.3616164930556,7.571028240740741,4.682399135348584,0.0,23.344995370370185,2.6085560763890814,0.0,2.109176967592593,27.666159780092595,11.5,29.5,18.025,13.966666666666669,78.54166666666667,239.16666666666663,19.05,1013.4208333333332,0.0,2015-08-04,August,Tuesday,Night,False
2015-08-05,128.63081597222222,10.830819791666668,2.625207754629629,39.6338280092593,15.646404600694446,5.442093572984746,4.828665509259253,0.68,6.054965451388904,0.0,4.558004556327161,8.745247685185184,11.5,29.5,18.92083333333333,11.808333333333334,64.875,155.41666666666666,14.85,1015.6666666666666,0.0,2015-08-05,August,Wednesday,Night,False
2015-08-06,127.92447453703691,8.151756018518519,7.732204224537037,40.22999710648146,8.634304427083334,5.34520335648148,8.48097789351844,0.68,4.534926909722212,0.0,3.335170270061728,13.072533333333336,11.5,29.5,20.025,14.529166666666669,71.70833333333333,197.5,14.85,1013.8666666666668,0.0,2015-08-06,August,Thursday,Night,False
